"2495.0","503.0","Home","23385.670088321844","2525.0","572.0","ST THOMAS AQUINAS ELEMENTARY SCHOOL","45.14377033434403"
"2525.0","572.0","ST THOMAS AQUINAS ELEMENTARY SCHOOL","58459.61915755167","2498.0","609.0","DANBURY CITY FORESTRY DEPT","27.482357977437086"
"2498.0","609.0","DANBURY CITY FORESTRY DEPT","65694.39312713793","2495.0","503.0","Home","63.625466599467856"
"2495.0","503.0","Home","77986.52684112896","2494.0","513.0","DOMINIC GALLUSCIO STABLE","6.029925372672534"
"2494.0","513.0","DOMINIC GALLUSCIO STABLE","83510.41547472763","2495.0","503.0","Home","6.029925372672534"
"2495.0","503.0","Home","25799.99163336416","2475.0","530.0","ST RAYMOND HIGH SCHOOL FOR BOYS","20.16035713969373"
"2475.0","530.0","ST RAYMOND HIGH SCHOOL FOR BOYS","58030.03428921249","2471.0","531.0","URBAN ASSEMBLY SCHOOL","2.473863375370596"
"2471.0","531.0","URBAN ASSEMBLY SCHOOL","63549.47082337123","2495.0","503.0","Home","22.12690669750293"
"2495.0","503.0","Home","26610.181107649536","2474.0","537.0","CARDINAL SPELLMAN HIGH SCHOOL","23.977489443225704"
"2474.0","537.0","CARDINAL SPELLMAN HIGH SCHOOL","56771.84621661106","2472.0","527.0","SHALOM FARMS","6.118823416311341"
"2472.0","527.0","SHALOM FARMS","62603.333710350635","2495.0","503.0","Home","19.944924166313594"
"2495.0","503.0","Home","26227.701299749653","2473.0","539.0","MOUNT ST MICHAEL ACADEMY","25.314027731674784"
"2473.0","539.0","MOUNT ST MICHAEL ACADEMY","56987.118400315085","2495.0","503.0","Home","25.314027731674784"
"2495.0","503.0","Home","63394.86514855532","2493.0","513.0","MC GAUGHEY RACING STABLES","6.118823416311341"
"2493.0","513.0","MC GAUGHEY RACING STABLES","69241.16309272293","2495.0","503.0","Home","6.118823416311341"
"2495.0","503.0","Home","31055.074926376197","2473.0","501.0","MAISON DE L'ALLIANCE","13.254433220624714"
"2473.0","501.0","MAISON DE L'ALLIANCE","61014.674511652796","2495.0","503.0","Home","13.254433220624714"
"2498.0","502.0","nan","74021.55320517118","2522.0","509.0","VILLAGE FARMS","15.0"
"2522.0","509.0","VILLAGE FARMS","81275.92101226494","2495.0","503.0","Home","16.595180023127195"
"2495.0","503.0","Home","38468.05742497019","2476.0","496.0","KNAPP STREET BAGELS CORP","12.149074038789951"
"2476.0","496.0","KNAPP STREET BAGELS CORP","71962.43779791889","2495.0","503.0","Home","12.149074038789951"
"2495.0","503.0","Home","77361.045109796","2493.0","513.0","GARY SCIACCA RACING STABLE","6.118823416311341"
"2493.0","513.0","GARY SCIACCA RACING STABLE","82144.34264917186","2493.0","513.0","MARK HENNING RACING","0.0"
"2493.0","513.0","MARK HENNING RACING","87985.55845950992","2495.0","503.0","Home","6.118823416311341"
"2495.0","503.0","Home","24225.233746575243","2558.0","532.0","SUFFOLK COUNTY CMNTY COLLEGE","41.61249812255928"
"2558.0","532.0","SUFFOLK COUNTY CMNTY COLLEGE","56939.9421326222","2500.0","519.0","IVY COTTAGE RESTAURANT","35.66342664411259"
"2500.0","519.0","IVY COTTAGE RESTAURANT","74068.24432400806","2500.0","519.0","ROBSON FORENSIC","0.0"
"2500.0","519.0","ROBSON FORENSIC","78634.68893195357","2495.0","503.0","Home","10.057832768544126"
"2495.0","503.0","Home","26525.789059515686","2523.0","522.0","SBI CAMPUS-SANFORD-BROWN","20.30270917882636"
"2523.0","522.0","SBI CAMPUS-SANFORD-BROWN","56749.30852850023","2519.0","514.0","UNIQUE NOVELTY IMPRINTING INC","5.366563145999495"
"2519.0","514.0","UNIQUE NOVELTY IMPRINTING INC","69203.05829542523","2495.0","503.0","Home","15.840454538932901"
"2495.0","503.0","Home","31786.89964248376","2505.0","509.0","DAISY DRIVE-IN CLEANERS INC","6.997142273814361"
"2505.0","509.0","DAISY DRIVE-IN CLEANERS INC","61101.564340323086","2494.0","513.0","DOMINIC GALLUSCIO STABLE","7.022819946431775"
"2494.0","513.0","DOMINIC GALLUSCIO STABLE","66170.02367048172","2495.0","503.0","Home","6.029925372672534"
"2495.0","503.0","Home","70307.8811248926","2493.0","513.0","T A RACING LLC","6.118823416311341"
"2493.0","513.0","T A RACING LLC","76938.43570003613","2495.0","503.0","Home","6.118823416311341"
"2495.0","503.0","Home","25986.67539828654","2534.0","516.0","JUNE CLAIRE SCHOOL OF DANCE","24.66576574931336"
"2534.0","516.0","JUNE CLAIRE SCHOOL OF DANCE","59086.145314034526","2494.0","515.0","MYRTLE BEER DISTRIBUTORS CORP","24.007498828491066"
"2494.0","515.0","MYRTLE BEER DISTRIBUTORS CORP","73234.9128629373","2495.0","503.0","Home","7.224956747275377"
"2495.0","503.0","Home","38840.13581411881","2508.0","505.0","CORAL HOUSE","7.891767862779543"
"2508.0","505.0","CORAL HOUSE","72212.77145846235","2495.0","503.0","Home","7.891767862779543"
"2495.0","503.0","Home","77127.78151102421","2493.0","513.0","MC GAUGHEY RACING STABLES","6.118823416311341"
"2493.0","513.0","MC GAUGHEY RACING STABLES","83176.7457243188","2495.0","503.0","Home","6.118823416311341"
"2495.0","503.0","Home","38518.75129995074","2507.0","515.0","MARRIOTT-LONG ISLAND","10.182337649086284"
"2507.0","515.0","MARRIOTT-LONG ISLAND","72321.73132015968","2502.0","529.0","ROTTKAMP BROTHERS FARM","8.919641248391104"
"2502.0","529.0","ROTTKAMP BROTHERS FARM","78544.14690283286","2507.0","515.0","MARRIOTT-LONG ISLAND","8.919641248391104"
"2507.0","515.0","MARRIOTT-LONG ISLAND","93715.55683595724","2495.0","503.0","Home","10.182337649086284"
"2495.0","503.0","Home","56587.54977034282","2499.0","512.0","DREAM GARAGE USA","5.909314681077662"
"2499.0","512.0","DREAM GARAGE USA","93774.25433396183","2499.0","512.0","FRANKLIN SQUARE FARMS","0.0"
"2499.0","512.0","FRANKLIN SQUARE FARMS","99906.38941749523","2495.0","503.0","Home","5.909314681077662"
"2495.0","503.0","Home","25398.56873219871","2498.0","526.0","ANTIQUES ALURE","13.916896205691842"
"2498.0","526.0","ANTIQUES ALURE","62961.21855689768","2502.0","530.0","YOUNG'S FARM-THE ANNEX","3.394112549695428"
"2502.0","530.0","YOUNG'S FARM-THE ANNEX","69607.19320434929","2498.0","526.0","ANTIQUES ALURE","3.394112549695428"
"2498.0","526.0","ANTIQUES ALURE","80716.55562606867","2495.0","503.0","Home","13.916896205691842"
"2495.0","503.0","Home","27622.931981715556","2480.0","539.0","COLLEGE OF NEW ROCHELLE","23.4"
"2480.0","539.0","COLLEGE OF NEW ROCHELLE","57139.73019336241","2505.0","511.0","DEE FORTUNE REALTY INC","22.52198925494815"
"2505.0","511.0","DEE FORTUNE REALTY INC","71188.02984683195","2495.0","503.0","Home","7.683749084919418"
"2495.0","503.0","Home","31607.892582992663","2502.0","512.0","CALVARY HERITAGE CHURCH","6.841052550594827"
"2502.0","512.0","CALVARY HERITAGE CHURCH","60776.64028985486","2493.0","513.0","T A RACING LLC","5.43323108288245"
"2493.0","513.0","T A RACING LLC","65842.92918240806","2502.0","512.0","CALVARY HERITAGE CHURCH","5.43323108288245"
"2502.0","512.0","CALVARY HERITAGE CHURCH","81277.79706384029","2495.0","503.0","Home","6.841052550594827"
"2495.0","503.0","Home","29621.764917703375","2510.0","505.0","ECONOMIC OPPORTUNITY COMM CORP","9.079647570252934"
"2510.0","505.0","ECONOMIC OPPORTUNITY COMM CORP","59087.41791500169","2524.0","519.0","FUTURE GARDEN","11.879393923933998"
"2524.0","519.0","FUTURE GARDEN","67242.36789154472","2495.0","503.0","Home","19.872594194015033"
"2495.0","503.0","Home","74681.64310461588","2493.0","513.0","GARY SCIACCA RACING STABLE","6.118823416311341"
"2493.0","513.0","GARY SCIACCA RACING STABLE","81137.49274284347","2495.0","503.0","Home","6.118823416311341"
"2495.0","503.0","Home","83296.50326834223","2499.0","512.0","COLOMBOS FARM","5.909314681077662"
"2495.0","503.0","Home","56398.71461811226","2505.0","520.0","SAVARY'S KHALIL MUSICAL CD","11.833849753989613"
"2505.0","520.0","SAVARY'S KHALIL MUSICAL CD","93639.78321651118","2509.0","525.0","JERICHO CIDER MILL","3.841874542459709"
"2509.0","525.0","JERICHO CIDER MILL","99617.9190762034","2495.0","503.0","Home","15.646085772486357"
"2495.0","503.0","Home","106821.89983490521","2493.0","513.0","MC GAUGHEY RACING STABLES","6.118823416311341"
"2493.0","513.0","MC GAUGHEY RACING STABLES","112116.73253082462","2495.0","503.0","Home","6.118823416311341"
"2495.0","503.0","Home","27582.89278463655","2473.0","533.0","NY INSTITUTE-SPECIAL ED","22.32129028528593"
"2473.0","533.0","NY INSTITUTE-SPECIAL ED","58457.54954246135","2503.0","513.0","EL MIRIACHI LOCO","21.633307652783934"
"2503.0","513.0","EL MIRIACHI LOCO","70154.34737691362","2493.0","513.0","MARK HENNING RACING","6.0"
"2493.0","513.0","MARK HENNING RACING","75853.14711114923","2495.0","503.0","Home","6.118823416311341"
"2495.0","503.0","Home","29223.802516416446","2504.0","519.0","CARLE PLACE SCHOOL","11.014535850411491"
"2504.0","519.0","CARLE PLACE SCHOOL","57617.09659194014","2495.0","503.0","Home","11.014535850411491"
"2495.0","503.0","Home","59998.70805775078","2494.0","513.0","DOMINIC GALLUSCIO STABLE","6.029925372672534"
"2494.0","513.0","DOMINIC GALLUSCIO STABLE","64711.58265572036","2495.0","503.0","Home","6.029925372672534"
"2495.0","503.0","Home","25433.488878217366","2476.0","531.0","ALBERT EINSTEIN CLG-MEDICINE","20.30270917882636"
"2476.0","531.0","ALBERT EINSTEIN CLG-MEDICINE","59043.9298560431","2494.0","519.0","ATC HEALTHCARE SVC INC","12.979984591670362"
"2494.0","519.0","ATC HEALTHCARE SVC INC","75133.34115967268","2495.0","503.0","Home","9.61873172512884"
"2495.0","503.0","Home","26529.65814577414","2469.0","536.0","LEHMAN COLLEGE","25.207141845120006"
"2469.0","536.0","LEHMAN COLLEGE","57029.67060930849","2497.0","523.0","JERRY PERELL ENTERTAINMENT","18.522418848519756"
"2497.0","523.0","JERRY PERELL ENTERTAINMENT","72574.3168941878","2495.0","503.0","Home","12.059850745345068"
"2495.0","503.0","Home","29773.152559500217","2493.0","520.0","MANDELBAUM SMOLOW & MULLER","10.270345661174213"
"2493.0","520.0","MANDELBAUM SMOLOW & MULLER","59392.312240789404","2473.0","533.0","NY INSTITUTE-SPECIAL ED","14.312232530251876"
"2473.0","533.0","NY INSTITUTE-SPECIAL ED","62702.33222100685","2495.0","503.0","Home","22.32129028528593"
"2495.0","503.0","Home","53629.1205611227","2499.0","512.0","DREAM GARAGE USA","5.909314681077662"
"2499.0","512.0","DREAM GARAGE USA","90218.01113596141","2470.0","534.0","FORDHAM UNIVERSITY","21.840329667841555"
"2470.0","534.0","FORDHAM UNIVERSITY","94100.56894793313","2495.0","503.0","Home","23.89476930208785"
"2495.0","503.0","Home","56804.17325707817","2499.0","512.0","DREAM GARAGE USA","5.909314681077662"
"2499.0","512.0","DREAM GARAGE USA","93318.96556573034","2493.0","513.0","MARK HENNING RACING","3.6496575181789312"
"2493.0","513.0","MARK HENNING RACING","100186.42645611016","2495.0","503.0","Home","6.118823416311341"
"2495.0","503.0","Home","104393.28973469655","2503.0","503.0","GUNTHER'S GREENHOUSE INC","4.8"
"2503.0","503.0","GUNTHER'S GREENHOUSE INC","110811.71754070035","2495.0","503.0","Home","4.8"
"2495.0","503.0","Home","114067.30658475538","2493.0","513.0","ROBERT RIB AUDO RACING STABLE","6.118823416311341"
"2495.0","503.0","Home","24917.898022840352","2524.0","518.0","POSILLICO CIVIL INC","19.58979326077741"
"2524.0","518.0","POSILLICO CIVIL INC","61472.63549932624","2493.0","513.0","T A RACING LLC","18.8403821617291"
"2493.0","513.0","T A RACING LLC","68790.85651871825","2524.0","518.0","POSILLICO CIVIL INC","18.8403821617291"
"2524.0","518.0","POSILLICO CIVIL INC","79692.972491103","2495.0","503.0","Home","19.58979326077741"
"2495.0","503.0","Home","22984.270681133632","2549.0","541.0","STONY BROOK UNIVERSITY","39.61817764612602"
"2549.0","541.0","STONY BROOK UNIVERSITY","57879.49636211127","2504.0","496.0","BANK OF AMERICA","38.18376618407357"
"2504.0","496.0","BANK OF AMERICA","76660.97936623562","2500.0","519.0","ROBSON FORENSIC","14.007141035914502"
"2500.0","519.0","ROBSON FORENSIC","83747.66862145845","2495.0","503.0","Home","10.057832768544126"
"2495.0","503.0","Home","25726.3606227471","2512.0","509.0","DIAMOND MASONRY & CO","10.816653826391967"
"2512.0","509.0","DIAMOND MASONRY & CO","61152.27331532704","2495.0","503.0","Home","10.816653826391967"
"2495.0","503.0","Home","65710.69571898055","2493.0","529.0","NORTH SHORE ANIMAL LEAGUE","15.646085772486357"
"2493.0","529.0","NORTH SHORE ANIMAL LEAGUE","73561.69569626593","2495.0","503.0","Home","15.646085772486357"
"2495.0","503.0","Home","38077.49610329269","2464.0","514.0","STARBUCKS","19.73626104407823"
"2464.0","514.0","STARBUCKS","72028.77033640478","2495.0","503.0","Home","19.73626104407823"
"2495.0","503.0","Home","77999.99692215704","2511.0","507.0","COLEMAN COUNTRY RANCH","9.895453501482384"
"2511.0","507.0","COLEMAN COUNTRY RANCH","84107.02140685159","2513.0","515.0","DIVISION AVENUE DRIVE THRU","4.947726750741192"
"2513.0","515.0","DIVISION AVENUE DRIVE THRU","91815.76404323935","2495.0","503.0","Home","12.979984591670362"
"2495.0","503.0","Home","30310.55755809808","2465.0","519.0","DAVIS POLK & WARDWELL LLP","20.4"
"2465.0","519.0","DAVIS POLK & WARDWELL LLP","66259.09003515185","2495.0","503.0","Home","20.4"
"2495.0","503.0","Home","71691.77289798681","2493.0","513.0","MARK HENNING RACING","6.118823416311341"
"2493.0","513.0","MARK HENNING RACING","77907.09534731094","2495.0","503.0","Home","6.118823416311341"
"2495.0","503.0","Home","30684.434435692056","2464.0","518.0","J M KAPLAN FUND INC","20.663010429267075"
"2464.0","518.0","J M KAPLAN FUND INC","67067.92327376052","2495.0","503.0","Home","20.663010429267075"
"2495.0","503.0","Home","73580.00479065294","2494.0","513.0","DOMINIC GALLUSCIO STABLE","6.029925372672534"
"2494.0","513.0","DOMINIC GALLUSCIO STABLE","79944.70855310821","2495.0","503.0","Home","6.029925372672534"
"2495.0","503.0","Home","30590.57923464625","2467.0","526.0","LEVELS UNISEX","21.741205118392124"
"2467.0","526.0","LEVELS UNISEX","61442.37932868138","2495.0","503.0","Home","21.741205118392124"
"2495.0","503.0","Home","65565.56986865427","2493.0","513.0","GARY SCIACCA RACING STABLE","6.118823416311341"
"2493.0","513.0","GARY SCIACCA RACING STABLE","72110.28453582758","2496.0","505.0","LAUREL HILL FARMS","5.126402247190518"
"2496.0","505.0","LAUREL HILL FARMS","78815.26223408272","2495.0","503.0","Home","1.3416407864998738"
"2495.0","503.0","Home","37724.985443558166","2462.0","517.0","91 UPPER CRUST","21.508137994721903"
"2462.0","517.0","91 UPPER CRUST","72002.06552414056","2465.0","520.0","CASTLE BAY FARM INC","2.545584412271571"
"2465.0","520.0","CASTLE BAY FARM INC","77845.72279052841","2495.0","503.0","Home","20.689127579479997"
"2495.0","503.0","Home","36571.48522471167","2529.0","531.0","COOKIES BY DESIGN","26.427258654654285"
"2529.0","531.0","COOKIES BY DESIGN","71860.0200438675","2495.0","503.0","Home","26.427258654654285"
"2495.0","503.0","Home","77267.70331744486","2493.0","513.0","T A RACING LLC","6.118823416311341"
"2493.0","513.0","T A RACING LLC","82702.90735809362","2493.0","513.0","DOMINIC SCHETTINO RACE","0.0"
"2493.0","513.0","DOMINIC SCHETTINO RACE","87942.2178977819","2495.0","503.0","Home","6.118823416311341"
"2495.0","503.0","Home","20655.1812989314","2582.0","542.0","RIVERHEAD BUILDING SUPPLY","57.20489489545454"
"2582.0","542.0","RIVERHEAD BUILDING SUPPLY","63096.81405479548","2495.0","503.0","Home","57.20489489545454"
"2498.0","502.0","nan","81718.21826337573","2495.0","503.0","Home","1.8973665961010275"
"2495.0","503.0","Home","26868.6441106028","2473.0","563.0","PEDIATRIC CRITICAL CARE","38.3437087408091"
"2473.0","563.0","PEDIATRIC CRITICAL CARE","59347.861973432475","2475.0","575.0","FOX MEADOW FARM","7.2993150363578625"
"2475.0","575.0","FOX MEADOW FARM","64553.803982477206","2495.0","503.0","Home","44.83570006144657"
"2495.0","503.0","Home","27205.61828085182","2496.0","505.0","VALLEY STREAM SOUTH HIGH SCHOOL","1.3416407864998738"
"2496.0","505.0","VALLEY STREAM SOUTH HIGH SCHOOL","56828.02844125325","2495.0","503.0","Home","1.3416407864998738"
"2495.0","503.0","Home","60515.05288040011","2493.0","513.0","T A RACING LLC","6.118823416311341"
"2493.0","513.0","T A RACING LLC","66824.27657372435","2495.0","503.0","Home","6.118823416311341"
"2495.0","503.0","Home","28445.335437978105","2496.0","505.0","VALLEY STREAM SOUTH HIGH SCHOOL","1.3416407864998738"
"2496.0","505.0","VALLEY STREAM SOUTH HIGH SCHOOL","58586.1647893798","2495.0","503.0","Home","1.3416407864998738"
"2495.0","503.0","Home","59564.34527921796","2493.0","513.0","MC GAUGHEY RACING STABLES","6.118823416311341"
"2493.0","513.0","MC GAUGHEY RACING STABLES","65788.70370126677","2495.0","503.0","Home","6.118823416311341"
